config	experiment	group	sample_str	sample_int	numEpisodes	run_id
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	77
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	78
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	79
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	80
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	81
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	82
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	83
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	84
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	85
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	86
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	87
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	88
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	89
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	90
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	91
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	92
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	93
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	94
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	95
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	96
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	97
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	98
c1	experiments/setups/sample_setup.xml	g1	string_1	5	5	99
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	0
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	1
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	2
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	3
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	4
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	5
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	6
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	7
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	8
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	9
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	10
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	11
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	12
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	13
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	14
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	15
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	16
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	17
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	18
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	19
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	20
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	21
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	22
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	23
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	24
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	25
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	26
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	27
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	28
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	29
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	30
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	31
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	32
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	33
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	34
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	35
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	36
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	37
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	38
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	39
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	40
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	41
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	42
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	43
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	44
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	45
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	46
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	47
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	48
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	49
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	50
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	51
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	52
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	53
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	54
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	55
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	56
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	57
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	58
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	59
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	60
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	61
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	62
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	63
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	64
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	65
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	66
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	67
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	68
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	69
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	70
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	71
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	72
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	73
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	74
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	75
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	76
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	77
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	78
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	79
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	80
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	81
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	82
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	83
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	84
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	85
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	86
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	87
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	88
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	89
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	90
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	91
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	92
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	93
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	94
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	95
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	96
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	97
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	98
c2	experiments/setups/sample_setup.xml	g1	string_2	1	5	99
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	0
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	1
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	2
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	3
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	4
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	5
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	6
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	7
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	8
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	9
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	10
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	11
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	12
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	13
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	14
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	15
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	16
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	17
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	18
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	19
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	20
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	21
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	22
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	23
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	24
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	25
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	26
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	27
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	28
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	29
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	30
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	31
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	32
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	33
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	34
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	35
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	36
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	37
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	38
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	39
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	40
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	41
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	42
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	43
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	44
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	45
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	46
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	47
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	48
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	49
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	50
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	51
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	52
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	53
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	54
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	55
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	56
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	57
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	58
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	59
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	60
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	61
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	62
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	63
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	64
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	65
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	66
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	67
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	68
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	69
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	70
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	71
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	72
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	73
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	74
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	75
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	76
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	77
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	78
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	79
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	80
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	81
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	82
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	83
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	84
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	85
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	86
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	87
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	88
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	89
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	90
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	91
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	92
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	93
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	94
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	95
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	96
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	97
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	98
c3	experiments/setups/sample_setup.xml	g1	string_2	5	5	99
